Violation Type,Violation Section,Violation Description,classification,Charge Level,charge_rows,distinct_source_ids
PC,459,BURGLARY (VEHICLE),other,FELONY,1,1
PC,4575(A),POSS CELL PHONE/ETC INTO JAIL (M),other,MISDEMEANOR,1,1
PC,4574(A),SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL,other,FEL,1,1
PC,4573.5,BRING DRGS/ALC TO JAIL/PRSN,other,FELONY,1,1
PC,4573.5,BRING DRGS/ALC TO JAIL/PRSN,other,FEL,1,1
PC,4573(A),BRING NARCOTIC PARAPHERNALIA INTO PRISON/JAIL,other,FELONY,1,1
PC,166(A)(1),CONTEMPT OF COURT:DISORD BEHAVIOR,ambiguous_related,MISDEMEANOR,1,1
PC,1551.1,FUGITIVE FROM JUSTICE:ARREST W/OUT WARRANT,other,FEL,1,1
PC,409.5(C),ENTER CLOSED DISASTER AREA (M),other,MISDEMEANOR,1,1
PC,409,REMAIN AT SCENE OF RIOT (M),other,MISDEMEANOR,1,1
PC,243.25,BATTERY OF ELDER OR DEPENDENT ADULT,ambiguous_related,MISDEMEANOR,1,1
VC,23221(A),NO DRIVER SHALL DRINK ANY ALCOHOLIC BEVERAGE WHILE ON HIGHWAY (I),other,INFRACTION,1,1
VC,23154(A),OPERATE MOTOR VEHICLE W/0.01% OR MORE BAC WHILE ON PROBATION,other,INFRACTION,1,1
VC,23153(F),DUI DRUG:CAUSING BODILY INJURY (M),other,FELONY,1,1
PC,166(B)(1),CONTEMPT OF COURT WITH PRIOR CONVICTION 646.9 (M),ambiguous_related,MISDEMEANOR,1,1
PC,4532(B)(1),ATT/ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH A FELONY,other,FELONY,1,1
PC,422,THREATEN CRIME WITH INTENT TO TERRORIZE,ambiguous_related,FELONY,1,1
PC,418,FORCIBLE ENTRY AND DETAINER (M),other,MISDEMEANOR,1,1
PC,417B,DRAW/EXHIBIT FIREARM ON GROUNDS OF DAY CARE CENTER (F),other,FELONY,1,1
PC,417.25(A),THREATEN WITH LASER SCOPE WITH INTENT TO CAUSE FEAR (M),other,MISDEMEANOR,1,1
VC,23247(D),TAMPER/ETC WITH IGNITION INTERLOCK DEV (M),other,MISDEMEANOR,1,1
HS,11350(B),POSS METHAQUALONE/ETC (F),other,FELONY,1,1
HS,11162.5(A),COUNTERFEIT/ETC PRESCRIPTION BLANKS (F),other,FELONY,1,1
PC,243.4(D)(1),TOUCH PERSON INTIMATELY AGAINST WILL FOR SEXUAL AROUSAL/ETC (M),ambiguous_related,FELONY,1,1
PC,405A,TAKE PERSON BY MEANS OF RIOT FROM LE (F),other,FELONY,1,1
PC,402(A),STOP AND IMPEDE AT EMERGENCY SCENE (M),other,MISDEMEANOR,1,1
PC,384A,CUT SHRUBS W/O WRITTEN PERMIT (M),other,MISDEMEANOR,1,1
PC,374.7(A),LITTER/DUMP WASTE IN WATER/SHORE,other,MISDEMEANOR,1,1
PC,149,ASSAULT BY PUBLIC OFCR (F),other,FELONY,1,1
PC,148.9(A),FALSE IDENT TO PEACE OFCR,other,MIS,1,1
PC,245(D)(1),ADW ON PEACE OFFICER/FIREMAN/WITH GUN,ambiguous_related,FELONY,1,1
CO,62.67,URINATING/DEFECATING ON PUBLIC PROPERTY (M),other,MISDEMEANOR,1,1
VC,2800,FAIL TO OBEY PEACE OFFICER:LAWFUL ORDER OR INSPECTION,other,MISDEMEANOR,1,1
VC,27400,HEADSET/ETC VIOL:VEH/BICYCLE (I),other,INFRACTION,1,1
VC,27315E,PASSENGER 16+ FAIL TO WEAR SAFETY BELT (I),other,INFRACTION,1,1
VC,27153,EXCESSIVE EXHAUST VIOL (I),other,INFRACTION,1,1
VC,27151,ILLEGAL MODIFIED EXHAUST SYS:NOISE (I),other,INFRACTION,1,1
VC,27001,MISUSE VEH HORN (I),other,INFRACTION,1,1
VC,26709B1,VEH SIDEVIEW MIRROR VIOL (I),other,INFRACTION,1,1
VC,24603E,STOPLAMPS MUST BE RED OR YELLOW (I),other,INFRACTION,1,1
VC,24400,AT LEAST 2 HEADLAMPS ON DURING DARKNESS (NOT MOTORCYCLES) (I),other,INFRACTION,1,1
VC,24003,VEHICLE WITH UNLAWFUL LAMPS (I),other,INFRACTION,1,1
VC,23573(I),FAILURE TO INSTALL INTERLOCK DEVICE (M),other,MISDEMEANOR,1,1
VC,23550.5(A),DRIVING UNDER INFLUENCE WITHIN 10 YEARS OF PRIOR FELONY DUI,other,FELONY,1,1
VC,23247(E),DRIVE W/O INTERLOCK DEV WHEN REQUIRED,other,MIS,1,1
PC,166(C)(1),CONTEMPT OF COURT: VIOLATE PROTECTIVE ORDER/ETC,ambiguous_related,MISDEMEANOR,1,1
PC,417(C),EXHIBIT FIREARM IN PRESENCE OF PEACE OFCR (F),other,FELONY,1,1
PC,415.5(A)(1),DISORD CONDUCT:FIGHT/CHALLENGE FIGHT AT SCHOOL (M),other,MISDEMEANOR,1,1
PC,415(2),DISTURBING THE PEACE - LOUD NOISE,other,MISDEMEANOR,1,1
PC,452D,CAUSING FIRE OF PROPERTY,other,MISDEMEANOR,1,1
PC,452A,CAUSING FIRE THAT CAUSES GREAT BODILY INJURY (F),other,FELONY,1,1
PC,452(D),CAUSING FIRE OF PROPERTY,other,MIS,1,1
PC,451D,ARSON:PROP,other,FELONY,1,1
PC,451(D),ARSON:PROP,other,FEL,1,1
PC,451(C),ARSON:STRUCTURE/FOREST LAND,other,FEL,1,1
PC,4502(B),PRISONER MANUFACTURE WEAPON,other,FELONY,1,1
PC,4502(A),PRISONER POSS WEAPON,other,FELONY,1,1
PC,4502(A),PRISONER POSS WEAPON,other,FEL,1,1
PC,422A,TERRORIST THREATS THAT THREATEN FAMILY,ambiguous_related,FELONY,1,1
PC,246,SHOOT AT INHABITED DWELLING/VEH,ambiguous_related,FELONY,1,1
PC,245A1,ADW:NOT FIREARM:GBI LIKELY (F),ambiguous_related,FELONY,1,1
PC,245.3,ADW:ASSAULT:DEADLY WEAPON W/LIKELY GBI ON CUST OFCR (F),ambiguous_related,FELONY,1,1
VC,2818,CROSS A TRAFFIC CONTROL CONE PATTERN/ELECTRONIC BEACON (I),other,INFRACTION,1,1
VC,2818,CROSS A TRAFFIC CONTROL CONE PATTERN/ELECTRONIC BEACON,other,INFRACTION,1,1
VC,28051,UNLAWFUL ALTERATION OF ODOMETER (M),other,MISDEMEANOR,1,1
VC,2800.4,EVADING A PEACE OFFICER:WRONG WAY DRIVER,other,FELONY,1,1
VC,2800.2(A),EVADE PEACE OFFICER WITH WANTON DISREGARD FOR SAFETY,other,FELONY,1,1
VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY,other,FEL,1,1
VC,2800.1(A),EVADING PEACE OFFICER,other,MISDEMEANOR,1,1
VC,2800(A),FAIL TO OBEY PEACE OFFICER:LAWFUL ORDER OR INSPECTION,other,MIS,1,1
HS,109575,POSSESS/MANUFACTURE/DISTRIBUTE IMITATION CONTROLLED SUBSTANCE (M),other,MISDEMEANOR,1,1
GC,6201,DESTROY/ALTER/ETC PUBLIC RECORD/ETC (F),other,FELONY,1,1
FG,5652,DUMP OR ABANDON REFUSE/ETC IN OR NEAR STATE WATERS,other,MISDEMEANOR,1,1
FG,1054.2,LICENSE/PERMIT NOT WITHIN IMMEDIATE POSSESSION/ETC (M),other,MISDEMEANOR,1,1
ENMC,9.28.010,POSS. OPEN ALCOHOL CONTAINER IN PUBLIC,other,INF,1,1
EL,18540(A),INTIMIDATION OF VOTERS (F),other,FELONY,1,1
PC,243.1,BATTERY ON CUSTODIAL OFFICER WITH NO INJURY / MINOR INJURY (F),ambiguous_related,FELONY,1,1
PC,246.3,WILLFULLY DISCHARGE FIREARM IN A GROSSLY NEGLIGENT MANNER,ambiguous_related,MISDEMEANOR,1,1
VC,5201.1(A),LICENSE PLATE - OBSCURED (I),other,INFRACTION,1,1
CO,62.669A,RESTRAINT OF DOGS,other,MISDEMEANOR,1,1
PC,243.6,BATTERY ON SCHOOL EMPLOYEE NO INJ (M),ambiguous_related,MISDEMEANOR,1,1
PC,243.6,BATTERY ON SCHOOL EMPLOYEE (M),ambiguous_related,MISDEMEANOR,1,1
PC,243.5A2,ASSAULT OR BATTERY ON SCHOOL PROPERTY (M),ambiguous_related,MISDEMEANOR,1,1
ZZ,8,DESERTION,other,FELONY,1,1
ZZ,11,FEDERAL/ALL OTHERS,other,OTH,1,1
VC,5017A,SPECIAL VEH:IDENT PLATE DISPLAY VIOL (I),other,INFRACTION,1,1
VC,4464,DISPLAY ALTERED LIC PLATE (I),other,INFRACTION,1,1
VC,4463(B)(3),POSS/SELL ANY DISABLED PERS PLACARD:INTENT:FRAUD (M),other,MISDEMEANOR,1,1
VC,4463(A)(1),FORGE/ALTER VEHICLE REGISTRATION/ETC,other,MISDEMEANOR,1,1
VC,4463(A)(1),FORGE/ALTER VEHICLE REGISTRATION/ETC,other,MIS,1,1
VC,4463(A)(1),FORGE/ALTER VEH REGISTRATION,other,FELONY,1,1
VC,4463(A)(1),FORGE/ALTER VEH REGISTRATION,other,FEL,1,1
PC,185,WEAR MASK FOR UNLAWFUL PURPOSE (M),other,MISDEMEANOR,1,1
PC,182(A)(1),CONSPIRACY:COMMIT CRIME,other,FELONY,1,1
PC,594(B)(2)(A),VANDALISM [$400 OR LESS],other,MIS,1,1
PC,591.5,OBSTRUCT USE OF ANY WIRELESS COMMUNICATION DEVICE,ambiguous_related,MISDEMEANOR,1,1
PC,591.5,OBSTRUCT USE OF ANY WIRELESS COMMUNICATION DEVICE,ambiguous_related,MIS,1,1
PC,565,UNAUTH USE/OBLITERATE DAIRY BRAND REG [$400 OR LESS] (M),other,MISDEMEANOR,1,1
PC,555.2,LOITER NEAR POSTED PROP (M),other,MISDEMEANOR,1,1
PC,550(B)(2),CONSPIRE TO MAKE FAKE STATEMENT FOR INS CLAIM BENEFITS (F),other,FELONY,1,1
BP,25608,POSS LIQUOR ON SCHOOL PROP (M),other,MISDEMEANOR,1,1
CO,41.117(A),ILLEGAL WEAPONS & FIREWORKS (M),other,MISDEMEANOR,1,1
CO,41.116(A),LITTERING (SOLID) (I),other,INFRACTION,1,1
CO,36.215,ALCOHOLIC BEVERAGE REGULATIONS IN THE KENWOOD/BANCROFT AREA (I),other,INFRACTION,1,1
CO,35.103(A),"CURFEW - MINOR IN PUBLIC, UNINC AREA/RESTRICTED PER 35.102 (M)",other,MISDEMEANOR,1,1
CO,21.101,COUNTY ACTIVITY LICENSE VIOLATION (M),other,MISDEMEANOR,1,1
BP,7028(A)(1),CONTRACTING W/O LICENSE (M),other,MISDEMEANOR,1,1
PC,244.5B,ASSAULT WITH STUN GUN OR LESS LETHAL WEAPON (M),ambiguous_related,MISDEMEANOR,1,1
PC,243B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL,ambiguous_related,MISDEMEANOR,1,1
PC,243.6,BATTERY ON SCHOOL EMPLOYEE W/INJURY (F),ambiguous_related,FELONY,1,1
